Gene ID	Gene Name	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.log2foldchange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.log2foldchange
AT1G22930		0.880069491907271	0.3	0.999905277372085	0	0.558244520669562	-0.3	0.999982111190236	0
AT1G22940	TH1	0.999602131988726	0	0.999905277372085	0	0.936835102271376	-0.1	0.999982111190236	0
AT1G22950		0.999602131988726	-0.2	0.999905277372085	0.1	0.504016834288403	0.4	0.999982111190236	0.1
AT1G22960		0.999602131988726	0	0.999905277372085	0.1	0.888519776359652	0.1	0.999982111190236	0
AT1G22970		0.999602131988726	-0.1	0.999905277372085	0	0.763554908548804	0.1	0.999982111190236	0
AT1G22980		NA	-0.2	0.999905277372085	-0.6	0.796062745034345	-0.3	0.999982111190236	0
AT1G22985	ERF069	0.677045153386485	0.4	0.999905277372085	0.1	0.134258961132544	-0.7	0.999982111190236	-0.2
AT1G22990	HIPP22	NA	0	0.999905277372085	-0.3	NA	-0.3	0.999982111190236	0
AT1G23000		0.512135588906344	-0.3	0.999905277372085	-0.2	0.88805750579486	0.1	0.999982111190236	0
AT1G23010	LPR1	0.999602131988726	0.1	0.999905277372085	-0.1	0.956918800626758	-0.1	0.999982111190236	0.1
AT1G23020	FRO3	0.999602131988726	0.1	0.999905277372085	0.2	0.730572453157612	-0.2	0.999982111190236	-0.2
AT1G23030	PUB11	0.999602131988726	0	0.999905277372085	0	0.775966759005564	-0.2	0.999982111190236	-0.1
AT1G23037		NA	0	NA	0	NA	0	NA	0
AT1G23040		0.999602131988726	0	0.999905277372085	0.1	0.981527472462434	0	0.999982111190236	-0.2
AT1G23050		NA	0	NA	0	NA	0	NA	0
AT1G23052		NA	0	NA	0	NA	0	NA	0
AT1G23060		0.999602131988726	0.1	0.169266505610466	0.9	0.917889151894181	0.1	0.999982111190236	-0.1
AT1G23070		0.839470952385726	0.4	0.0998210621164238	-1	0.276321023222141	-0.5	0.999982111190236	0
AT1G23080	PIN7	0.999602131988726	0	0.999905277372085	0.1	0.741684165884482	0.1	0.999982111190236	0
AT1G23090	SULTR3;3	0.999602131988726	0.1	0.999905277372085	0.3	0.973670328068452	0	0.999982111190236	-0.2
AT1G23100		0.837001153942381	-0.4	0.999905277372085	0	0.213727324369757	0.6	0.999982111190236	0.1
AT1G23110		NA	-0.2	0.999905277372085	-0.2	NA	0	0.999982111190236	0
AT1G23120		0.779149752788045	0.5	0.999905277372085	0.1	0.426235765322219	-0.5	0.999982111190236	-0.1
AT1G23130		0.999602131988726	-0.3	0.999905277372085	-0.3	0.930361645984214	-0.1	0.999982111190236	0
AT1G23140	CAR8	0.999602131988726	0.1	0.999905277372085	0.6	0.813058119652587	0.2	0.999982111190236	-0.1
AT1G23145	RALFL2	NA	0	NA	0	NA	0	NA	0
AT1G23147	RALFL3	NA	0	NA	0	NA	0	NA	0
AT1G23150		0.999602131988726	-0.1	0.999905277372085	0.1	0.922026998397339	0.1	0.999982111190236	-0.1
AT1G23160		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G23170		0.926730420103802	-0.3	0.999905277372085	0	0.716585236314806	0.2	0.999982111190236	0
AT1G23180		0.999602131988726	-0.2	0.999905277372085	0.1	0.340936233396006	0.4	0.999982111190236	0.1
AT1G23190	PGM3	0.999602131988726	0	0.999905277372085	0.2	0.651197812580406	0.2	0.999982111190236	0
AT1G23200	PME6	0.999602131988726	0.3	0.999905277372085	0.3	0.939398604757709	-0.1	0.999982111190236	-0.1
AT1G23201		NA	0.1	0.999905277372085	0	NA	0	0.999982111190236	0
AT1G23205		0.999602131988726	-0.1	0.999905277372085	0.2	0.375166566439081	0.6	0.999982111190236	0.1
AT1G23210	AtGH9B6	NA	0.1	0.999905277372085	0.1	NA	-0.1	0.999982111190236	0
AT1G23220		0.999602131988726	-0.1	0.999905277372085	0.1	0.819673877923189	0.2	0.999982111190236	0
AT1G23230	MED23	0.999602131988726	0	0.999905277372085	0.1	0.967154014117394	0	0.999982111190236	0
AT1G23240		NA	0	NA	0	NA	0	NA	0
AT1G23250		NA	0	NA	0	NA	0	NA	0
AT1G23260	UEV1A	0.999602131988726	0.1	0.999905277372085	0.1	0.991485718461404	0	0.999982111190236	0
AT1G23270		NA	0	NA	0	NA	0	NA	0
AT1G23280		0.868379024422653	-0.3	0.999905277372085	0.2	0.169198171327042	0.5	0.999982111190236	0
AT1G23290	RPL27AB	NA	0	NA	0	NA	0	NA	0
AT1G23300	DTX32	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G23310	GGAT1	0.857163298623325	0.3	0.999905277372085	-0.2	0.425335520005288	-0.4	0.999982111190236	0.1
AT1G23320	TAR1	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G23330		0.999602131988726	0.1	0.999905277372085	0	0.97258970899524	-0.1	0.999982111190236	0
AT1G23340		0.852460147946553	-0.3	0.999905277372085	-0.2	0.91684397259249	0.1	0.999982111190236	0
AT1G23350		NA	-0.1	0.999905277372085	-0.1	NA	0	0.999982111190236	0
AT1G23360	MENG	0.999602131988726	-0.1	0.999905277372085	-0.1	0.992974821220137	0	0.999982111190236	0
AT1G23380	KNAT6	0.999602131988726	0.1	0.999905277372085	-0.1	0.862160758516003	-0.2	0.999982111190236	0
AT1G23390		0.999602131988726	0.2	0.999905277372085	-0.1	0.660521854266138	-0.4	0.999982111190236	0
AT1G23400	CAF2	0.999602131988726	0.1	0.999905277372085	-0.1	0.997005836257904	0	0.999982111190236	0.1
AT1G23410	RPS27AA	NA	0	NA	0	NA	0	NA	0
AT1G23420	INO	NA	0	NA	0	NA	0	NA	0
AT1G23440		0.999602131988726	0.2	0.999905277372085	0.1	0.976019933224561	0	0.999982111190236	0.1
AT1G23450		0.999602131988726	-0.2	0.999905277372085	-0.1	0.999203749143105	0	0.999982111190236	0
AT1G23460		0.999602131988726	0.1	0.999905277372085	-0.1	0.505542583673811	-0.3	0.999982111190236	0
AT1G23465		0.999602131988726	-0.1	0.999905277372085	-0.1	0.958415040479877	0.1	0.999982111190236	0
AT1G23480	CSLA3	0.999602131988726	-0.1	0.999905277372085	-0.2	0.855645745663655	-0.2	0.999982111190236	0
AT1G23490	ARF2-A	0.999602131988726	0	0.999905277372085	0.2	0.59820849457923	0.2	0.999982111190236	0
AT1G23500		NA	0	NA	0.1	NA	0	0.999982111190236	0
AT1G23510		NA	0	NA	0.1	NA	0	0.999982111190236	0
AT1G23520		NA	-0.2	NA	0	NA	0.1	0.999982111190236	0
AT1G23530		0.928911691916429	-0.3	0.999905277372085	-0.3	0.767910369411806	-0.2	0.999982111190236	-0.2
AT1G23540	PERK12	NA	0.1	0.999905277372085	0.1	0.960846446770692	-0.1	0.999982111190236	0
AT1G23550	SRO2	0.593499300212847	0.5	0.999905277372085	0.2	0.835125724063928	-0.2	0.999982111190236	0
AT1G23560		0.999602131988726	0.1	0.999905277372085	0.2	0.869245632999001	0.2	0.999982111190236	0
AT1G23570		NA	0	NA	0	NA	0	NA	0
AT1G23580		NA	-0.1	NA	-0.2	NA	0.1	0.999982111190236	0
AT1G23590		NA	0	NA	0	NA	0	NA	0
AT1G23600		NA	0	NA	0	NA	0.1	0.999982111190236	0
AT1G23610		NA	0	NA	0	NA	0	NA	0
AT1G23640		NA	0	NA	0	NA	0	NA	0
AT1G23645		NA	0	NA	0	NA	0	NA	0
AT1G23650		NA	0	NA	0	NA	0	NA	0
AT1G23660		NA	0	NA	0	NA	0	NA	0
AT1G23670		NA	0	NA	0	NA	0	NA	0
AT1G23680		NA	0	NA	0	NA	0	NA	0
AT1G23690		NA	0	NA	0	NA	0	NA	0
AT1G23700		NA	-0.1	0.999905277372085	0	NA	0.2	0.999982111190236	0
AT1G23710		0.972556720473806	0.3	0.999905277372085	0.1	0.827049784190202	-0.2	0.999982111190236	0
AT1G23720		0.999602131988726	0.1	0.999905277372085	0.1	0.985419425102938	0	NA	0
AT1G23730	BCA3	0.999602131988726	0	0.999905277372085	-0.4	0.433710213977153	-0.5	0.999982111190236	0
AT1G23740	AOR	0.999602131988726	0	0.999905277372085	-0.1	0.989409940015279	0	0.999982111190236	0.1
AT1G23750		0.999602131988726	0	0.999905277372085	0	0.99857076221757	0	0.999982111190236	0
AT1G23760	PGL1	0.857163298623325	0.4	0.999905277372085	0.3	0.82388501247335	-0.2	0.999982111190236	0
AT1G23770		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G23780	SKIP22	0.999602131988726	0.1	0.999905277372085	-0.1	0.730137904364243	-0.2	0.999982111190236	0
AT1G23790		0.0296873806706648	-0.6	0.999905277372085	-0.1	0.361622903632962	0.6	0.999982111190236	0.1
AT1G23800	ALDH2B7	0.967387139229073	0.2	0.999905277372085	0.3	0.853626417802044	-0.2	0.999982111190236	-0.1
AT1G23810		NA	0	NA	0	NA	0	NA	0
AT1G23820	SPDSYN1	0.999602131988726	0	0.999905277372085	0	0.970862656756784	0	0.999982111190236	0
AT1G23830		NA	-0.2	0.999905277372085	-0.1	NA	0.1	0.999982111190236	0
AT1G23840		0.314053884706949	0.5	0.999905277372085	0.1	0.801238640109971	-0.3	0.999982111190236	0
AT1G23850		0.505635172242536	0.6	0.999905277372085	0.4	0.962221959133269	-0.1	0.999982111190236	0
AT1G23860	RSZ21	0.999602131988726	0	0.999905277372085	-0.2	0.527741248987169	-0.3	0.999982111190236	-0.1
AT1G23870	TPS9	0.988187142755231	0.3	0.999905277372085	0	0.732599265064593	-0.3	0.999982111190236	0
AT1G23880		0.999602131988726	0	0.999905277372085	0	0.978584905349185	0	0.999982111190236	0
AT1G23890		0.999602131988726	0.1	0.999905277372085	-0.1	0.736431276613253	-0.2	0.999982111190236	0
AT1G23900	GAMMA-ADR	0.999602131988726	0.1	0.999905277372085	0.1	0.939398604757709	-0.1	0.999982111190236	0
AT1G23910		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G23915		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G23935		0.163895044492479	-0.7	0.999905277372085	-0.1	0.631817470017274	0.3	0.999982111190236	-0.1
AT1G23950		0.999602131988726	0	0.999905277372085	0.1	0.967823615750676	0	0.999982111190236	-0.1
AT1G23960		0.999602131988726	0.1	0.999905277372085	-0.1	0.693207684975794	-0.2	0.999982111190236	0
AT1G23965		NA	0.1	0.999905277372085	0.2	NA	-0.1	0.999982111190236	0
AT1G23970		0.999602131988726	-0.1	0.999905277372085	0	0.977341653484264	0	0.999982111190236	-0.1
AT1G23980	ATL47	0.999602131988726	-0.1	0.999905277372085	-0.1	0.977559641965146	0	0.999982111190236	0
AT1G23985		NA	0	NA	0	NA	0	NA	0
AT1G23995		NA	0	NA	0	NA	0	NA	0
AT1G24000		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24010		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G24020	MLP423	0.999602131988726	-0.1	0.999905277372085	0.4	0.00293385699887776	1	0.999982111190236	0.1
AT1G24030	PBL28	0.999602131988726	-0.1	0.999905277372085	-0.3	0.947180281049656	-0.1	0.999982111190236	0.1
AT1G24040		0.999602131988726	0.1	0.999905277372085	-0.1	0.820684144190847	-0.2	0.999982111190236	0
AT1G24050		0.999602131988726	0	0.999905277372085	-0.1	0.958163843610861	0	0.999982111190236	0
AT1G24060		NA	0	NA	0	NA	0	NA	0
AT1G24062		NA	0	NA	0	NA	0	NA	0
AT1G24068		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24070	CSLA10	0.999602131988726	-0.2	0.999905277372085	0.3	0.694412645776626	0.3	0.999982111190236	0
AT1G24080		NA	0	NA	0	NA	0	NA	0
AT1G24090		0.578758680836004	-0.5	0.999905277372085	-0.1	0.408792928676709	0.5	0.999982111190236	0
AT1G24095		0.999602131988726	-0.2	0.999905277372085	0.2	0.972259843704056	0.1	0.999982111190236	-0.2
AT1G24100	UGT74B1	0.999602131988726	0.1	0.999905277372085	0.3	0.415105467477383	0.5	0.999982111190236	0.1
AT1G24110	PER6	NA	0	NA	0	NA	0	NA	0
AT1G24120	ATJ16	0.999602131988726	-0.1	0.999905277372085	-0.2	0.98559920973511	0	0.999982111190236	0
AT1G24130		0.949711786149941	0.3	0.999905277372085	0.3	0.936835102271376	-0.1	0.999982111190236	0
AT1G24140	3MMP	0.0719635547069985	0.9	0.400458075952423	0.8	0.989642377131196	0	0.999982111190236	0
AT1G24145		0.953694391985428	0.3	0.999905277372085	0.4	0.914734934395183	0.1	0.999982111190236	0
AT1G24147		0.868377180111707	0.4	0.999905277372085	0.2	0.8705141153021	0.2	0.999982111190236	0
AT1G24148		0.999602131988726	0.2	0.999905277372085	0.1	0.9314493844541	-0.1	0.999982111190236	0
AT1G24150	ATFH4	0.868187185523866	0.4	0.352623525563812	0.8	0.748176145273847	0.3	0.999982111190236	0
AT1G24159		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G24160		0.999602131988726	0.2	0.999905277372085	0	0.787207592556453	-0.2	0.999982111190236	0
AT1G24170	GATL8	0.999602131988726	-0.1	0.999905277372085	0.1	0.968053813494228	0	0.999982111190236	-0.1
AT1G24180	IAR4	0.999602131988726	0.1	0.999905277372085	0.2	0.766114104313967	0.2	0.999982111190236	0.1
AT1G24190	SNL3	0.999602131988726	0.1	0.999905277372085	0	0.862247677869745	-0.1	0.999982111190236	0.1
AT1G24200		NA	0	NA	0	NA	0	NA	0
AT1G24210		0.999602131988726	-0.1	0.999905277372085	-0.1	0.959551340160885	-0.1	0.999982111190236	0
AT1G24220		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24230		NA	0	NA	0	NA	0	NA	0
AT1G24240		0.999602131988726	-0.1	0.999905277372085	-0.1	0.894781565568042	0.1	0.999982111190236	0
AT1G24250		NA	0.1	0.999905277372085	0	NA	0	0.999982111190236	0
AT1G24256		NA	0	NA	0	NA	0	NA	0
AT1G24260	SEP3	0.999602131988726	-0.1	0.999905277372085	0.2	0.877875509725132	0.2	0.999982111190236	0
AT1G24265		0.512530811912847	-0.4	0.999905277372085	-0.1	0.831133454142455	0.2	0.999982111190236	-0.1
AT1G24267		0.999602131988726	0	0.999905277372085	0	0.856644252913635	0.1	0.999982111190236	0
AT1G24270		0.999602131988726	0.2	0.999905277372085	0.3	NA	0.2	0.999982111190236	0
AT1G24280	G6PD3	0.999602131988726	0	0.999905277372085	-0.1	0.924169710327177	0.1	0.999982111190236	0.1
AT1G24290		0.999602131988726	0	0.999905277372085	-0.1	0.833816709498183	0.2	0.999982111190236	0.2
AT1G24300		0.999602131988726	0	0.999905277372085	0	0.965496574008432	-0.1	0.999982111190236	0
AT1G24310	NUP54	0.984664019783061	-0.2	0.999905277372085	0.1	0.435987297452523	0.4	0.999982111190236	0
AT1G24320	GCS2	0.89871081375824	0.3	0.999905277372085	0.1	NA	-0.1	0.999982111190236	0
AT1G24330	PUB6	0.999602131988726	0	0.999905277372085	-0.1	0.865639667856964	-0.1	0.999982111190236	0
AT1G24340	EMB260	0.999602131988726	0.1	0.999905277372085	-0.1	0.896551354864884	-0.2	0.999982111190236	0
AT1G24350		0.914104415046978	0.2	0.999905277372085	0.1	0.951469946914086	-0.1	0.999982111190236	0
AT1G24360		0.999602131988726	0	0.999905277372085	0.1	0.444416086565328	0.3	0.999982111190236	0.1
AT1G24380		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24388		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24390		NA	0	NA	0	NA	0	NA	0
AT1G24400	LHT2	0.999602131988726	0.1	0.999905277372085	-0.1	0.623721263074207	-0.4	0.999982111190236	-0.1
AT1G24405		NA	0.1	0.999905277372085	0	0.812710962391921	-0.2	0.999982111190236	-0.1
AT1G24420		NA	-0.2	NA	-0.1	NA	0.1	0.999982111190236	0
AT1G24430		NA	0	0.999905277372085	-0.3	NA	0	0.999982111190236	0
AT1G24440		0.999602131988726	0.2	0.999905277372085	-0.3	0.446544537564738	-0.4	0.999982111190236	0
AT1G24450	NFD2	0.999602131988726	0	0.999905277372085	-0.2	0.648805869066264	-0.2	0.999982111190236	0
AT1G24460		0.999602131988726	0.1	0.999905277372085	0	0.957744541769268	0	0.999982111190236	0
AT1G24470	KCR2	0.999602131988726	0.3	0.999905277372085	0.3	0.944554321690112	-0.1	0.999982111190236	0
AT1G24475		NA	0	NA	0	NA	0	NA	0
AT1G24480		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24485		NA	0	NA	0	NA	0	NA	0
AT1G24490	ALB4	0.999602131988726	-0.2	0.999905277372085	0	0.650395247175994	0.3	0.999982111190236	0.1
AT1G24510	CCT5	0.840424885357893	-0.2	0.999905277372085	0.1	0.28668933801912	0.3	0.999982111190236	0
AT1G24520	BCP1	NA	-0.1	0.999905277372085	0	NA	0.1	0.999982111190236	0
AT1G24530		0.999602131988726	0.3	0.00580925671208762	1.1	0.470587212980596	0.4	0.999982111190236	-0.3
AT1G24540	CYP86C1	0.999602131988726	0	0.999905277372085	0.3	0.874214232868856	0.2	0.999982111190236	0
AT1G24545		NA	0	NA	0	NA	0	NA	0
AT1G24560		0.999602131988726	0.2	0.999905277372085	0	0.580420590287381	-0.3	0.999982111190236	0
AT1G24570		NA	-0.1	0.999905277372085	-0.2	NA	-0.1	0.999982111190236	0
AT1G24575		0.999602131988726	-0.2	0.999905277372085	0	0.899234952985679	0.2	0.999982111190236	0
AT1G24577		0.999602131988726	0.1	0.999905277372085	-0.1	0.862253670343168	-0.2	0.999982111190236	0
AT1G24580		0.999602131988726	0.2	0.999905277372085	-0.4	0.419851163499215	-0.5	0.999982111190236	0
AT1G24590	ESR2	0.999602131988726	0	0.999905277372085	0	0.963165599966557	-0.1	0.999982111190236	0
AT1G24600		0.999602131988726	-0.1	0.999905277372085	-0.3	0.631327906451446	-0.4	0.999982111190236	-0.1
AT1G24610		0.999602131988726	-0.1	0.999905277372085	0	0.821949432707641	0.2	0.999982111190236	0.1
AT1G24620	CML25	NA	0.1	NA	0.2	NA	-0.1	0.999982111190236	0
AT1G24625	ZFP7	0.999602131988726	-0.1	0.999905277372085	-0.2	0.908470759063628	-0.1	0.999982111190236	0
AT1G24650	TMK2	NA	0	NA	0.1	NA	0	NA	0
AT1G24660		NA	0	NA	0	NA	0	NA	0
AT1G24706	THO2	0.999602131988726	-0.1	0.999905277372085	-0.1	0.936675934629043	0.1	0.999982111190236	0
AT1G24735		0.999602131988726	0.2	0.718995989911118	-0.6	0.250285971078578	-0.7	0.999982111190236	0
AT1G24764	ATMAP70-2	0.999602131988726	-0.1	0.999905277372085	-0.2	0.87402058571477	-0.1	0.999982111190236	0
AT1G24793	LPXC5	NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G24800		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G24807		NA	0	NA	0	NA	0	NA	0
AT1G24822		NA	0	NA	0	NA	0	NA	0
AT1G24851		NA	0	NA	0	NA	0	NA	0
AT1G24880		NA	0	NA	0	NA	0	NA	0
AT1G24881		NA	0	NA	0	NA	0	NA	0
AT1G24909		NA	0	NA	0	NA	0	NA	0
AT1G24996		NA	0.2	0.999905277372085	-0.1	NA	-0.1	0.999982111190236	0
AT1G25025		NA	0	NA	0	NA	0	NA	0
AT1G25054	LPXC5	NA	0	NA	0	NA	0	NA	0
AT1G25055		NA	0	NA	0	NA	0	NA	0
AT1G25083		NA	0	NA	0	NA	0	NA	0
AT1G25097		NA	0	NA	0	NA	0	NA	0
AT1G25098		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G25112		NA	0	NA	0	NA	0	NA	0
AT1G25141		NA	0	NA	0	NA	0	NA	0
AT1G25145	LPXC5	NA	0	NA	0	NA	0	NA	0
AT1G25150		NA	0	NA	0	NA	0	NA	0
AT1G25155		NA	0	NA	0	NA	0	NA	0
AT1G25175		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G25180		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G25210	LPXC5	NA	0	NA	0	NA	0	NA	0
AT1G25211		NA	0	NA	0	NA	0	NA	0
AT1G25220	ASB1	0.81780559413829	0.4	0.547008981767166	0.7	0.0921327155155342	0.5	0.999982111190236	0.1
AT1G25230		0.999602131988726	0.2	0.999905277372085	0.1	0.760867704924634	-0.3	0.999982111190236	-0.1
AT1G25240		NA	0.1	NA	0.2	NA	0	0.999982111190236	0
AT1G25250	AtIDD16	0.999602131988726	-0.1	0.999905277372085	-0.1	0.84579851649787	0.2	0.999982111190236	0.1
AT1G25260		0.924283374546598	-0.2	0.999905277372085	0.2	0.329476745556871	0.3	0.999982111190236	0
AT1G25270		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G25275		0.172403648910469	0.5	0.999905277372085	0	0.712538488804884	-0.3	0.999982111190236	0
AT1G25277		0.726039961995925	0.5	0.999905277372085	0	0.610847390089464	-0.4	0.999982111190236	0
AT1G25280	TULP10	0.956067832369946	0.2	0.999905277372085	0.1	0.835259547080634	-0.1	0.999982111190236	0
AT1G25290	RBL10	0.999602131988726	0	0.999905277372085	-0.1	0.973670328068452	0	0.999982111190236	0.1
AT1G25300		NA	0	NA	0	NA	0	NA	0
AT1G25310	MEE8	NA	0.2	0.519779107534652	-0.6	NA	-0.1	0.999982111190236	0.1
AT1G25320		0.999602131988726	0.2	0.999905277372085	0.1	0.945308627966203	-0.1	0.999982111190236	0
AT1G25330	BHLH75	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G25340	MYB116	NA	0	NA	0	NA	0	NA	0
AT1G25350	OVA9	0.988187142755231	-0.1	0.999905277372085	0.1	0.6641809410251	0.2	0.999982111190236	0
AT1G25360	PCMP-H74	0.914104415046978	-0.4	0.999905277372085	0	0.735909697153765	0.3	0.999982111190236	-0.1
AT1G25370		0.64039507861064	0.5	0.909572938143236	0.6	0.939108561654192	0.1	0.999982111190236	0
AT1G25375		0.999602131988726	0	0.999905277372085	0	0.901819257229165	-0.1	0.999982111190236	0
AT1G25380	NDT2	0.999602131988726	-0.1	0.999905277372085	0	0.875398320601077	0.1	0.999982111190236	0
AT1G25390	LRK10L-1.1	0.166101988343912	0.3	0.999905277372085	0.3	0.998123562346208	0	0.999982111190236	0
AT1G25400		0.473881814208432	0.6	0.977176268022015	0.5	0.937210689910527	-0.1	0.999982111190236	0
AT1G25410	IPT6	NA	0	NA	0	NA	0	NA	0
AT1G25420		0.999602131988726	0.1	0.999905277372085	-0.1	0.731931732645397	-0.2	0.999982111190236	0
AT1G25422		0.999602131988726	0	0.999905277372085	-0.5	0.464635084674696	-0.5	0.999982111190236	0
AT1G25425	CLE43	0.999602131988726	-0.1	0.999905277372085	-0.4	0.737038523228433	-0.3	0.999982111190236	0
AT1G25440	COL16	0.999602131988726	0.1	0.999905277372085	-0.2	0.0415669600976177	-0.4	0.999982111190236	0
AT1G25450	KCS5	0.999602131988726	0	0.999905277372085	-0.1	0.931982173484192	0.1	0.999982111190236	0
AT1G25460		0.751840673834085	-0.5	0.999905277372085	0	0.736997891390224	0.3	0.999982111190236	0
AT1G25470	ERF116	0.999602131988726	-0.1	0.999905277372085	-0.2	0.957381284533987	-0.1	0.999982111190236	0
AT1G25480	ALMT4	0.999602131988726	0.1	0.999905277372085	-0.2	0.401835282540039	-0.3	0.999982111190236	0
AT1G25490	PP2AA1	0.999602131988726	0	0.999905277372085	0	0.868481949676749	0.1	0.999982111190236	0
AT1G25500		0.713000296704474	0.3	0.999905277372085	0.1	0.695098178047359	-0.2	0.999982111190236	0
AT1G25510		0.999602131988726	-0.2	0.999905277372085	0.3	0.464476418347782	0.5	0.999982111190236	0
AT1G25520		0.999602131988726	0.2	0.999905277372085	0.3	0.992974821220137	0	0.999982111190236	-0.1
AT1G25530		0.999602131988726	-0.1	0.999905277372085	0.1	0.977341653484264	0	0.999982111190236	-0.1
AT1G25540	MED25	0.999602131988726	0.1	0.999905277372085	0	0.983923537582557	0	0.999982111190236	0
AT1G25550	HHO3	0.953618593215922	0.3	0.999905277372085	0	0.769831227226774	-0.3	0.999982111190236	0.1
AT1G25560	TEM1	0.999602131988726	0.3	0.775421547595147	0.5	0.992037734047448	0	0.999982111190236	-0.1
AT1G25570		0.999602131988726	0.1	0.999905277372085	0.1	0.676453790232565	0.1	0.999982111190236	0.1
AT1G25580	SOG1	0.999602131988726	0	0.999905277372085	0	0.93839124066714	-0.1	0.999982111190236	0
AT1G25682		0.999602131988726	0.1	0.999905277372085	0	0.930246203803252	-0.1	0.999982111190236	0
AT1G25988		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G26090		0.999602131988726	0	0.999905277372085	-0.1	0.968987887397822	0.1	0.999982111190236	0.1
AT1G26100	CYB561D	0.999602131988726	-0.1	0.999905277372085	0	0.727250077695847	0.2	0.999982111190236	0.1
AT1G26110	DCP5	0.999602131988726	0	0.999905277372085	0	0.977341653484264	0	0.999982111190236	0
AT1G26120	ICMEL1	0.999602131988726	0.1	0.999905277372085	-0.1	0.977860627297907	0	0.999982111190236	0.1
AT1G26130		0.999602131988726	0.1	0.999905277372085	0.2	0.991511790598074	0	0.999982111190236	0
AT1G26140		NA	0.1	NA	0.1	NA	0	0.999982111190236	0
AT1G26150	PERK10	0.999602131988726	0	0.999905277372085	-0.1	0.526413733574934	-0.3	0.999982111190236	-0.1
AT1G26160		0.999602131988726	0	0.999905277372085	0	0.912810385456836	0.1	0.999982111190236	0
AT1G26170		0.999602131988726	0	0.999905277372085	0	0.98141291335485	0	0.999982111190236	0
AT1G26180		0.999602131988726	0	0.999905277372085	-0.3	0.615246464923258	-0.2	0.999982111190236	0.1
AT1G26190	TTM2	0.999602131988726	-0.1	0.999905277372085	0	0.915946334946337	0.1	0.999982111190236	0
AT1G26200		0.999602131988726	0.2	0.532811572621469	0.7	0.497837287021218	0.5	0.999982111190236	0
AT1G26208		0.999602131988726	-0.1	0.999905277372085	-0.4	0.673823945673309	-0.3	0.999982111190236	0
AT1G26210	ATSOFL1	NA	0	NA	0	NA	0	NA	0
AT1G26218		0.999602131988726	0.1	0.999905277372085	-0.2	0.883075401352566	-0.2	0.999982111190236	0
AT1G26220		NA	0	NA	0	NA	0	NA	0
AT1G26225		NA	-0.1	NA	-0.1	NA	0	0.999982111190236	0
AT1G26230	CPN60B4	0.999612185602526	0	0.999905277372085	-0.1	0.990652177473463	0	0.999982111190236	0
AT1G26233	SNOR95	NA	0	0.999905277372085	0.2	NA	0	0.999982111190236	0
AT1G26235		NA	0	NA	0	NA	0	NA	0
AT1G26240		NA	0.2	0.999905277372085	-0.4	0.514838314237137	-0.4	0.999982111190236	0
AT1G26250		NA	0.2	0.999905277372085	0.2	NA	0	0.999982111190236	0
AT1G26255		NA	0	NA	0	NA	0	NA	0
AT1G26260	BHLH76	0.999602131988726	0.1	0.999905277372085	-0.2	0.741762155186038	-0.2	0.999982111190236	0
AT1G26270	PI4KG5	0.451466514494009	0.3	0.999905277372085	0.2	0.874214232868856	-0.1	0.999982111190236	0
AT1G26290		NA	0	NA	0	NA	0	NA	0
AT1G26300		0.999602131988726	0	0.999905277372085	-0.1	0.938084645243841	-0.1	0.999982111190236	0
